,Date,close,volume,ttm_net_eps,pe_ratio,ttm_sales_per_share,book_value_per_share,ttm_fcf_per_share,current_assets,current_ratio,current_assets___inventory,quick_ratio,total_liabilities,debt_to_equity_ratio,return_on_equity,return_on_assets,tangible_equity,return_on_tangible_equity,current_liabilities,shareholder's_equity,ttm_net_income,cash_on_hand,total_share_holder_equity,revenue,gross_profit,operating_income,ebitda,net_income,eps_earnings_per_share_diluted,ps_ratio,pb_ratio,pfcf_ratio,total_assets,Industry,Ticker,pe_ratio_industry_avg
680,2021-09-30,465.1872315421875,1256584.375,12.57765625,36.3512618521875,61.46046875,58.85359375,30.467656249999997,15.18390625,2.344375,14.073125000000001,2.17421875,51.55640625,2.133125,22.451562499999998,7.05515625,-32.41421875,-15.55453125,6.4803125,24.208750000000002,5.3828125,10584.265625,24208.421875,6722.875,4151.0625,2076.453125,3579.78125,1675.671875,3.9046875,7.37893850646875,7.706674477328125,14.885234206875,75.76187499999999,Tech,AVGO,34.239183807455355
681,2021-12-31,541.6207280171875,1424625.0,14.50125,34.21755155859375,63.396562499999995,59.99375,30.94828125,16.27828125,2.56453125,15.02421875,2.364375,50.91515625,2.05953125,25.67953125,8.18125,-30.5096875,-18.83171875,6.3521875,24.7565625,6.2201562500000005,11815.84375,24757.90625,7200.609375,4493.296875,2431.703125,3933.359375,1877.25,4.36796875,7.82185717521875,8.266108471109376,16.026882473906248,75.67171875,Tech,AVGO,35.77078301071429
682,2022-03-31,576.048094717742,2575222.580645161,16.720645161290324,32.92860337645161,65.65935483870967,57.4458064516129,31.646129032258063,15.743225806451614,2.504516129032258,14.294193548387097,2.274193548387097,50.372903225806446,2.1383870967741934,29.75516129032258,9.526774193548386,-30.449354838709677,-22.57774193548387,6.286774193548387,23.61193548387097,7.178387096774194,10846.09677419355,23611.225806451614,7609.548387096775,4916.419354838709,2938.0,4294.032258064516,2241.8709677419356,5.2222580645161285,8.366207326709677,9.595419141935485,17.359505881935483,73.97806451612902,Tech,AVGO,35.481386242096775
683,2022-06-30,549.1325153311476,2746734.426229508,19.307704918032787,28.62952021704918,68.92688524590164,53.06934426229508,33.207049180327864,14.983770491803279,2.2383606557377047,13.36295081967213,1.998360655737705,50.59606557377049,2.3445901639344258,35.14786885245901,11.118852459016393,-31.502950819672133,-26.504426229508198,6.70672131147541,21.619016393442624,8.269344262295084,9403.032786885246,21620.377049180326,7972.836065573771,5311.131147540984,3300.2295081967213,4571.770491803279,2476.6393442622953,5.818524590163935,7.982848221606558,10.361605748852458,16.571891597213114,72.21180327868852,Tech,AVGO,31.044403602646366
684,2009-03-31,2.262259007,80527200.0,-0.214520378,-31.62643139,1.024931498,1.11,0.067298311,2.17,2.78,1.63,2.09,0.96,0.4,-25.03173662,-16.62735005,1.877015156,-35.25935118,0.78,2.4,-0.580315445,1298.459786,2369.301968,609.5889454,118.447775,-223.51555,-171.8666831,-193.8917377,-0.083454632,2.190345163,2.502709251,26.99731251,3.233105601,Tech,NVDA,10.749064623333334
685,2009-06-30,2.4835759136825395,84895479.36507936,-0.22796817333333336,-36.94033265,1.0658762966666666,1.0766666666666667,0.06450923633333333,2.07,2.8466666666666667,1.67,2.3033333333333337,0.8933333333333333,0.38,-25.694156066666665,-17.20448786333333,1.8553639993333333,-35.1601206,0.7266666666666667,2.3466666666666667,-0.6222346103333334,1324.8199286666666,2335.767322666667,645.8629818,166.14925833333334,-228.50518333333332,-177.28889436666665,-198.63057923333332,-0.08781821066666666,2.1912502256666664,2.5272436963333336,26.48718091,3.2677163976666668,Tech,NVDA,9.925217736084656
686,2009-09-30,3.0900286883437498,59681437.5,-0.23407089034375,-34.521321685625,1.14981431128125,1.0403125,0.06220670296875,2.1184374999999998,2.5846875000000002,1.8212499999999998,2.2196875,0.9846875,0.435625,-24.21379950375,-16.4671060684375,1.84383857040625,-31.9444488675,0.8246875,2.2740625,-0.60096145459375,1422.0,2271.75,738.15625,168.34375,-151.59375,-101.90625,-138.0,-0.06375,2.16732081134375,2.532831882125,26.9763790828125,3.33145766865625,Tech,NVDA,10.750565782700892
687,2009-12-31,3.2820756175,55749712.5,-0.1853500190625,-22.232025976875,1.24011375796875,1.069375,0.0802825608125,2.2946874999999998,2.574375,2.0146875,2.264375,1.0434375,0.44375,-17.6769913165625,-12.30739801625,1.9002559938124999,-22.761450682812498,0.89,2.3615625,-0.42866359325,1576.25,2363.15625,859.6875,311.21875,33.0625,82.0625,34.78125,0.015625,2.16164010709375,2.5251349409062502,29.459225462499997,3.42417479471875,Tech,NVDA,12.34351059642857
688,2010-03-31,3.9330571870983606,72157600.0,-0.07737704918032787,-66.28790983606558,1.4283606557377049,1.1588524590163933,0.15885245901639344,2.442622950819672,3.0011475409836064,2.1281967213114754,2.615409836065574,0.957377049180328,0.3749180327868852,-6.508360655737705,-4.605737704918033,2.102131147540984,-8.271803278688525,0.8142622950819672,2.5921311475409836,-0.15721311475409835,1698.72131147541,2589.934426229508,957.3934426229508,424.3606557377049,125.90163934426229,174.21311475409837,123.8360655737705,0.05688524590163934,2.29937266047541,2.834048463803279,22.34560445147541,3.549508196721311,Tech,NVDA,6.3789988548243555
689,2010-06-30,3.2167579825079367,91969053.96825397,0.06666666666666667,-9.444444446666669,1.58,1.23,0.1433333333333333,2.646666666666667,3.4266666666666667,2.2766666666666664,2.9533333333333336,0.9333333333333332,0.33666666666666667,6.1866666666666665,4.466666666666667,2.3133333333333335,7.66,0.7733333333333333,2.7966666666666664,0.15666666666666668,1752.6666666666667,2795.6666666666665,995.3333333333334,450.3333333333333,142.66666666666666,190.66666666666666,135.66666666666666,0.06,2.2722633746666667,2.9169299719999997,26.26608187,3.7299999999999995,Tech,NVDA,13.564409705986392
690,2010-09-30,2.340268250484375,98521987.5,0.1065625,24.04765624890625,1.62,1.21640625,0.08640625,2.68296875,3.345,2.259375,2.82484375,0.9601562499999999,0.3434375,9.4203125,6.8703125,2.30609375,11.59390625,0.80359375,2.7928124999999997,0.24984375,1770.375,2793.8125,873.671875,239.65625,-69.34375,-22.6875,-49.453125,-0.020624999999999998,1.6062885804687501,2.129005208109375,30.12332588984375,3.75296875,Tech,NVDA,16.43179480825893
691,2010-12-31,2.997679993546875,69563437.5,0.09328125,27.52760416890625,1.59984375,1.23359375,0.09015625000000001,2.76078125,3.374375,2.36109375,2.89140625,1.00359375,0.35,8.01046875,5.9325,2.37078125,9.73515625,0.82,2.8540625,0.21984375,1916.78125,2853.046875,833.171875,307.34375,12.453125,59.125,10.84375,0.007187500000000001,1.593646270421875,2.0604531248906253,28.434374999062502,3.85765625,Tech,NVDA,16.303711252709824
692,2011-03-31,4.8915083985,92927167.74193548,0.0967741935483871,47.0827957,1.5425806451612902,1.317741935483871,0.20161290322580644,3.0945161290322583,3.4264516129032256,2.7348387096774194,3.0341935483870968,1.216451612903226,0.39064516129032256,8.338064516129032,6.144193548387097,2.487741935483871,10.154838709677419,0.9012903225806451,3.089677419354839,0.23709677419354838,2328.4193548387098,3089.7096774193546,872.4516129032259,415.03225806451616,155.48387096774192,201.80645161290323,143.93548387096774,0.06709677419354838,3.0066830572580643,3.467096774419355,23.77935483870968,4.312903225806451,Tech,NVDA,19.201404258497696
693,2011-06-30,4.120124854730158,91815746.03174603,0.1,48.75714285714285,1.4926984126984129,1.4114285714285715,0.2909523809523809,3.414285714285714,3.5155555555555553,3.0438095238095237,3.1419047619047618,1.2963492063492064,0.3826984126984127,8.331904761904761,6.083333333333333,2.711111111111111,10.21095238095238,0.9673015873015872,3.3642857142857148,0.25,2652.0793650793653,3363.2380952380954,937.8730158730159,466.26984126984127,162.93650793650792,210.3015873015873,146.74603174603175,0.06634920634920634,3.2634119078253967,3.466600529206349,17.07741935285714,4.663809523809523,Tech,NVDA,18.895141278165532
694,2011-09-30,3.187970094328125,72713850.0,0.18937500000000002,23.849184785,1.52125,1.501875,0.330625,3.3762499999999998,3.49125,3.01,3.11125,1.214375,0.335625,13.869375,10.164375,2.75875,17.41375,0.9662499999999999,3.615,0.449375,2553.0625,3613.6875,999.8125,512.5,168.0625,218.8125,146.6875,0.06,2.388815154375,2.4250153189375,11.057163186624999,4.822500000000001,Tech,NVDA,13.946694780799106
695,2011-12-31,3.32601423115873,54967980.952380955,0.25,13.326644373333334,1.5933333333333335,1.5966666666666665,0.34,3.44,3.7866666666666666,3.1066666666666665,3.42,1.1400000000000001,0.29333333333333333,17.37333333333333,12.879999999999999,2.9000000000000004,22.30333333333333,0.9133333333333333,3.876666666666667,0.6066666666666667,2656.6666666666665,3878.3333333333335,1049.6666666666667,546.3333333333334,189.33333333333334,241.33333333333334,169.33333333333334,0.06666666666666667,2.087488643,2.083403505,9.784313725333332,5.013333333333333,Tech,NVDA,12.214564844904762
696,2012-03-31,3.4419038949677416,42698761.29032258,0.2464516129032258,13.786910670967742,1.626774193548387,1.6706451612903226,0.31967741935483873,3.777741935483871,4.119354838709677,3.4441935483870965,3.75258064516129,1.316451612903226,0.3206451612903226,16.068709677419356,12.060645161290322,3.1154838709677417,20.89548387096774,0.9170967741935484,4.091935483870968,0.5993548387096773,3006.7741935483873,4090.1935483870966,989.4516129032259,511.61290322580646,146.19354838709677,198.19354838709677,136.0,0.05645161290322581,2.085887127129032,2.031714711935484,10.63371487967742,5.401612903225806,Tech,NVDA,12.711241496451615
697,2012-06-30,2.983568713857143,45235092.06349207,0.21952380952380954,14.202191989206348,1.6163492063492064,1.7173015873015873,0.2622222222222222,3.991904761904762,4.240952380952381,3.651904761904762,3.870952380952381,1.4168253968253968,0.3331746031746032,13.42126984126984,10.155873015873015,3.248253968253968,17.64174603174603,0.9436507936507936,4.245555555555556,0.5322222222222223,3130.6825396825398,4242.238095238095,933.8888888888889,471.57142857142856,88.55555555555556,141.9206349206349,77.77777777777777,0.036349206349206346,1.9278132519206348,1.8164486072539683,11.974889056984127,5.6592063492063485,Tech,NVDA,12.976234404861676
698,2012-09-30,3.132812799,39904533.333333336,0.19666666666666668,15.658312446666665,1.61,1.7766666666666668,0.26,4.1499999999999995,4.166666666666667,3.783333333333333,3.79,1.4333333333333333,0.32333333333333336,11.673333333333334,8.853333333333333,3.4066666666666667,15.303333333333333,0.9966666666666667,4.3966666666666665,0.48333333333333334,3229.0,4398.333333333333,1004.3333333333334,515.0,117.66666666666667,173.0,99.33333333333333,0.043333333333333335,1.9068322983333332,1.7279597516666667,11.831790123333334,5.829999999999999,Tech,NVDA,12.971409531900225
699,2012-12-31,2.848087826096774,38104567.741935484,0.19661290322580646,14.636884549193548,1.6364516129032256,1.859516129032258,0.25016129032258067,4.355483870967741,4.344838709677419,3.9424193548387096,3.9317741935483874,1.380483870967742,0.30016129032258065,11.372096774193547,8.62241935483871,3.6551612903225807,14.709516129032258,1.0001612903225807,4.628548387096774,0.4898387096774194,3381.8225806451615,4631.887096774193,1149.8064516129032,604.483870967742,214.06451612903226,270.7258064516129,178.51612903225808,0.06983870967741936,1.75642823783871,1.5474099676290323,11.478718636290322,6.015645161290322,Tech,NVDA,14.09743102362903
700,2013-03-31,2.8896087248666666,32152000.0,0.2195,12.810326089499998,1.689,1.9355,0.253,4.6575,4.7395000000000005,4.234,4.316,1.506,0.316,11.996,9.1025,3.8280000000000003,15.325,0.9834999999999999,4.7915,0.539,3625.45,4791.25,1140.95,603.85,207.8,265.45,186.25,0.0735,1.65906432745,1.4477796673999999,11.0854166625,6.2945,Tech,NVDA,12.844577881869048
701,2013-06-30,3.2157565765,27557887.5,0.23,13.3600543503125,1.723125,2.0453125,0.299375,4.6684375000000005,4.9490625,4.274687500000001,4.5356250000000005,1.5046875,0.3103125,12.309687499999999,9.3825,3.856875,15.5678125,0.9471875000000001,4.83,0.573125,3718.15625,4826.03125,1007.25,542.03125,117.71875,177.03125,111.0,0.043750000000000004,1.78276903134375,1.50111759684375,10.304086536875,6.3246875000000005,Tech,NVDA,13.037056384638394
702,2013-09-30,3.480290174515625,26726906.25,0.23,14.3980978246875,1.7234375,1.8996875,0.28718750000000004,4.1571875,4.4615625,3.7771875,4.058125,1.420625,0.32625000000000004,12.1165625,9.239375,3.43,15.3003125,0.9365625,4.396875,0.566875,3203.09375,4396.46875,969.4375,536.71875,98.09375,158.75,89.8125,0.0365625,1.92163030184375,1.7549616225,11.62847222125,5.8140625,Tech,NVDA,13.207878474062499
703,2013-12-31,3.643886398578125,22535962.5,0.204375,17.30263157515625,1.70078125,1.8640625,0.27,4.00328125,4.13875,3.62328125,3.74515625,1.39359375,0.3271875,10.908125,8.27875,3.30609375,13.82828125,0.97203125,4.2660937500000005,0.50234375,2998.140625,4267.453125,1026.328125,570.34375,128.421875,190.703125,110.734375,0.04640625,2.05739720271875,1.87653051865625,12.9560185165625,5.6596875,Tech,NVDA,14.194664614375
704,2014-03-31,4.045860267065574,20326845.901639346,0.19,19.272648834098362,1.7162295081967214,1.9393442622950818,0.25688524590163936,5.086065573770492,5.316557377049181,4.699508196721312,4.91344262295082,2.3080327868852457,0.5232786885245901,10.034262295081968,7.330983606557377,3.464918032786885,12.781475409836066,0.9637704918032787,4.411803278688525,0.450327868852459,4107.754098360656,4409.524590163935,1113.016393442623,606.9508196721312,158.04918032786884,218.4262295081967,137.36065573770492,0.05655737704918033,2.133463829442623,1.8880685319344264,14.283060108524591,6.719836065573771,Tech,NVDA,16.71653415918033
705,2014-06-30,4.438028358238095,18133047.61904762,0.20333333333333334,20.413533836666666,1.79,1.9000000000000001,0.2633333333333333,5.39,5.8966666666666665,5.0,5.473333333333334,2.73,0.6433333333333333,11.073333333333334,7.6033333333333335,3.34,14.190000000000001,0.9166666666666666,4.266666666666667,0.48,4456.0,4263.333333333333,1116.6666666666667,609.0,156.33333333333334,217.33333333333334,140.33333333333334,0.06,2.3192318283333333,2.192449707,15.76148148,6.996666666666667,Tech,NVDA,18.624235277142855
706,2014-09-30,4.49638761575,22161268.75,0.22312500000000002,19.067740682500002,1.8659375,1.94875,0.2896875,5.3421875,6.08,4.9521875,5.636875,2.6540625,0.62375,12.086562500000001,7.9125000000000005,3.3484374999999997,15.455625000000001,0.8803125,4.261875,0.5196875,4372.9375,4257.5625,1103.0,613.84375,158.875,221.53125,131.09375,0.06,2.27518315009375,2.1803040939375,14.698263888125,6.909375,Tech,NVDA,21.058743583214287
707,2014-12-31,4.669538557484375,19635887.5,0.24921875000000002,18.0468749990625,1.96046875,1.9515624999999999,0.31921875,5.354375,5.88890625,4.9515625,5.4453125,2.66203125,0.62921875,13.17484375,8.221875,3.34875,16.760625,0.9084375,4.2459375,0.5684375,4293.109375,4240.9375,1181.15625,655.515625,195.03125,257.390625,156.828125,0.0728125,2.29196924590625,2.3064948282343747,14.080539771562501,6.904375,Tech,NVDA,24.680436234754463
708,2015-03-31,5.117701882196721,25625245.901639346,0.28688524590163933,16.25245901639344,2.087377049180328,1.9972131147540981,0.42409836065573764,5.588688524590164,6.163606557377049,5.131639344262296,5.656393442622951,2.747213114754098,0.6332786885245902,14.399344262295083,8.83032786885246,3.494754098360656,18.210327868852456,0.9098360655737705,4.3511475409836065,0.6168852459016394,4497.754098360656,4348.163934426229,1242.4754098360656,692.1311475409836,225.7704918032787,287.0983606557377,186.44262295081967,0.08672131147540983,2.2250750407377047,2.3247172811311474,11.256682626131148,7.098360655737705,Tech,NVDA,22.099921082388757
709,2015-06-30,5.241777283730159,22786838.095238097,0.3066666666666667,16.660215053333335,2.1500000000000004,2.09,0.51,5.79,6.533333333333334,5.336666666666666,6.02,2.7533333333333334,0.61,14.5,8.93,3.68,18.143333333333334,0.8866666666666666,4.513333333333333,0.63,4735.666666666667,4510.0,1184.3333333333333,668.6666666666666,194.66666666666666,255.66666666666666,153.66666666666666,0.07,2.3773256823333333,2.444155281,10.018734111333332,7.26,Tech,NVDA,20.490165350226757
710,2015-09-30,5.2505855709375,19181275.0,0.2640625,19.177923389062503,2.1403125,2.001875,0.5234375,5.685625,6.203125,5.2456249999999995,5.7228125,2.7728125,0.6459375,12.8934375,7.9184375,3.5003124999999997,16.009999999999998,0.9193749999999999,4.3171875,0.5643750000000001,4603.65625,4312.53125,1152.3125,640.53125,110.375,168.09375,63.125,0.0271875,2.344206441875,2.5063460418125,9.5845881724375,7.0865625,Tech,NVDA,20.545128808772322
711,2015-12-31,7.343841426125,26301062.5,0.2596875,23.727430554999998,2.1496875,2.0253125,0.5134375,5.7543750000000005,6.5346875,5.3275,6.0515625,2.7375,0.630625,13.091249999999999,8.036875,3.5768750000000002,16.109375,0.8875,4.37375,0.5759375,4651.34375,4368.75,1252.75,699.625,186.90625,242.90625,170.375,0.075625,2.88049564728125,3.0482733825625,12.0910633499375,7.1046875,Tech,NVDA,19.814108798794642
712,2016-03-31,7.459973171180327,30759357.37704918,0.27,26.23011536147541,2.201311475409836,2.07,0.48934426229508193,5.981475409836066,3.900655737704918,5.568360655737705,3.6240983606557378,2.8408196721311474,0.6375409836065574,13.806557377049181,8.470163934426228,3.6868852459016392,16.87967213114754,1.8859016393442625,4.47,0.6068852459016393,4940.754098360656,4467.754098360656,1371.0983606557377,772.5573770491803,248.44262295081967,302.37704918032784,219.8360655737705,0.09622950819672131,3.21707978452459,3.4213193948360656,14.49067824147541,7.307704918032787,Tech,NVDA,21.953524911522248
713,2016-06-30,10.12094703328125,31816337.5,0.27671875,29.6254960303125,2.1125000000000003,1.99609375,0.35234374999999996,5.8753125,2.4859375,5.47875,2.31265625,2.90671875,0.676875,15.237031250000001,9.25234375,3.5085937499999997,18.62953125,2.37015625,4.28859375,0.66375,4846.859375,4285.578125,1336.5,763.796875,246.640625,299.640625,208.0,0.09,3.9023304251875,4.12412193146875,25.097117459843748,7.1953125,Tech,NVDA,39.68499582171875
714,2016-09-30,14.525421917343749,38218675.0,0.445,28.29464285625,2.56875,2.049375,0.09749999999999999,6.0443750000000005,2.5225,5.5649999999999995,2.3181249999999998,2.958125,0.67625,19.3825,11.720625,3.62625,23.571875,2.4006250000000002,4.3925,0.848125,4839.9375,4391.25,1389.5625,802.5625,294.5,347.5,244.4375,0.096875,4.770136962437499,6.0087271749374995,974.646551725,7.350625,Tech,NVDA,12.27776882888393
715,2016-12-31,20.592184550634922,32854869.84126984,0.5866666666666667,27.849462366666664,2.9266666666666667,2.3433333333333333,0.03666666666666667,7.593333333333333,3.566666666666667,6.966666666666666,3.2733333333333334,3.853333333333333,0.7633333333333334,24.589999999999996,14.526666666666666,4.3,29.569999999999997,2.163333333333333,5.040000000000001,1.12,6073.666666666667,5042.666666666667,1812.0,1064.0,531.6666666666666,585.3333333333334,448.3333333333333,0.17333333333333334,5.580012740666667,6.970678444333333,701.7333333333333,8.893333333333333,Tech,NVDA,12.882915427142859
716,2017-03-31,26.251454290967743,43313606.451612905,0.7283870967741936,32.51772993032258,3.1390322580645162,2.463225806451613,0.08387096774193549,8.465806451612902,4.5441935483870965,7.704516129032259,4.139677419354839,4.147741935483872,0.742258064516129,31.358709677419355,18.254516129032258,4.89483870967742,37.11709677419354,1.8706451612903225,5.618064516129032,1.5248387096774192,6757.032258064516,5620.709677419355,2118.483870967742,1264.2903225806451,702.6774193548387,738.3870967741935,618.5483870967741,0.23709677419354838,7.576508167225806,9.707976439677418,295.59354838709675,9.765806451612903,Tech,NVDA,20.772507377119815
717,2017-06-30,31.376712829206348,39280933.333333336,0.7590476190476191,34.41382173428571,3.0074603174603176,2.5438095238095237,0.09301587301587302,8.246666666666666,7.207460317460318,7.432698412698413,6.488095238095238,3.521269841269841,0.5912698412698413,35.466031746031746,21.021746031746034,5.3053968253968256,41.22460317460317,1.2242857142857142,6.018412698412698,1.8795238095238094,6384.539682539683,6020.412698412699,2008.1746031746031,1196.142857142857,607.984126984127,648.952380952381,551.6349206349206,0.2150793650793651,8.694809720952382,10.278754647333335,281.22645500317464,9.53968253968254,Tech,NVDA,21.601978456349208
718,2017-09-30,41.10385077380952,46355593.65079365,0.8387301587301588,42.0875901863492,3.1384126984126985,2.5185714285714287,0.5404761904761904,8.085873015873016,7.95968253968254,7.245396825396825,7.126507936507937,3.3823809523809523,0.5604761904761904,38.42460317460318,23.189365079365082,5.3244444444444445,44.006349206349206,1.0141269841269842,6.020793650793651,2.1884126984126984,5981.444444444444,6023.476190476191,2136.9841269841268,1253.7460317460318,645.4603174603175,693.8253968253969,558.8730158730159,0.2204761904761905,11.270243935714285,14.19022713,127.48359787301588,9.403174603174604,Tech,NVDA,38.8605272271882
719,2017-12-31,49.15004821079365,50715333.333333336,0.9646031746031747,48.9431085979365,3.422222222222222,2.574603174603175,0.9387301587301587,8.336825396825397,8.106349206349206,7.48031746031746,7.26984126984127,3.4625396825396826,0.556984126984127,41.53904761904762,25.823333333333334,5.5338095238095235,47.11507936507937,1.03,6.217301587301587,2.478730158730159,6165.3015873015875,6219.650793650793,2494.222222222222,1475.7619047619048,822.7142857142857,871.7142857142857,748.952380952381,0.29507936507936505,13.798834913809523,18.35558883730159,50.75653235603174,9.67984126984127,Tech,NVDA,35.8339719884127
720,2018-03-31,58.16736183737705,54893822.95081967,1.1411475409836065,50.449951106721315,3.72983606557377,2.921639344262295,1.1121311475409836,8.991475409836067,8.109180327868852,8.170819672131147,7.367540983606558,3.6701639344262293,0.5237704918032787,45.512459016393436,29.2827868852459,6.410983606557377,51.09590163934427,1.1086885245901639,7.084426229508196,2.8881967213114756,6836.7213114754095,7085.770491803279,2816.3278688524592,1721.1311475409836,1011.7213114754098,1064.0,1022.2622950819672,0.4086885245901639,15.405334077868853,19.69116229721311,51.66818356442623,10.754590163934425,Tech,NVDA,24.8426470306089
721,2018-06-30,60.19072067734375,45396800.0,1.40484375,41.4833634665625,4.189375,3.1471875000000002,1.445625,9.38765625,8.372656249999999,8.58765625,7.6625000000000005,3.74984375,0.4965625,52.385,34.2821875,6.96125,58.26734375,1.123125,7.63796875,3.5404687499999996,7237.0,7636.28125,3109.875,1980.390625,1222.15625,1278.171875,1202.984375,0.48359375,13.7940651434375,18.2658014396875,40.93138672390625,11.3878125,Tech,NVDA,11.917265570111612
722,2018-09-30,64.46605246396825,35954888.88888889,1.64,36.06530214333333,4.606666666666667,3.4733333333333336,1.63,10.37,7.786666666666667,9.376666666666667,7.046666666666667,3.973333333333333,0.4766666666666666,56.156666666666666,37.29333333333334,7.766666666666667,61.84666666666667,1.3433333333333333,8.440000000000001,4.126666666666666,7728.666666666667,8435.666666666666,3151.0,2006.0,1203.0,1261.3333333333333,1148.6666666666667,0.46,12.821781396666667,17.027977573333335,36.22500476666667,12.406666666666666,Tech,NVDA,73.4921667322449
723,2018-12-31,47.45317949555555,64416431.746031746,1.8115873015873016,30.729851467301586,4.86968253968254,3.785079365079365,1.4595238095238097,11.185555555555556,7.2004761904761905,9.886031746031748,6.367936507936508,4.147142857142857,0.45095238095238094,56.34269841269841,38.04238095238095,8.561746031746031,61.45634920634921,1.5552380952380953,9.231746031746033,4.5476190476190474,7719.507936507936,9226.746031746032,3159.8253968253966,1940.7142857142858,1094.142857142857,1158.857142857143,1182.904761904762,0.47174603174603175,11.398290771587302,14.686270385238096,38.04383518142857,13.375238095238094,Tech,NVDA,66.57084151247166
724,2019-03-31,38.53885222229508,91946209.83606558,1.7322950819672132,23.72244056770492,4.772950819672131,3.8603278688524587,1.290983606557377,10.845737704918033,7.643934426229508,9.32081967213115,6.567213114754098,4.029180327868852,0.42688524590163934,50.06098360655738,34.30049180327869,8.724754098360656,54.25901639344263,1.426393442622951,9.388196721311475,4.3293442622950815,7480.180327868852,9387.786885245901,2541.0,1452.8032786885246,557.016393442623,631.5737704918033,794.5901639344262,0.31950819672131153,8.636646413934427,10.717584594754097,31.9056986747541,13.417377049180327,Tech,NVDA,25.93899239042155
725,2019-06-30,41.19153001539683,57677968.253968254,1.4333333333333333,29.874771816666666,4.426666666666667,3.9366666666666665,1.0666666666666667,10.606666666666667,8.64,9.126666666666667,7.44,4.196666666666667,0.44,39.14666666666667,27.056666666666665,8.913333333333332,42.239999999999995,1.23,9.58,3.5733333333333333,7675.333333333333,9583.333333333334,2215.0,1266.3333333333333,336.6666666666667,423.3333333333333,451.3333333333333,0.18333333333333335,9.512691310666668,10.620975001666668,40.343724429999995,13.776666666666666,Tech,NVDA,22.966495834603176
726,2019-09-30,41.86473989453125,26147681.25,0.7425,74.293323861875,3.2893749999999997,4.150625,0.6484375,11.12875,8.766875,9.8496875,7.75375,4.398750000000001,0.436875,30.6534375,21.31625,9.45,32.9534375,1.271875,10.12,2.9290625,8243.65625,10118.75,2455.59375,1456.78125,497.78125,589.4375,497.6875,0.2059375,13.571887636875001,10.37842810578125,73.3037210065625,14.518749999999999,Tech,NVDA,29.121812205848215
727,2019-12-31,51.81089025765625,20314537.5,0.95890625,59.921931816875,3.7273437499999997,4.4578125,1.20390625,12.04984375,8.50265625,10.9459375,7.72078125,4.5424999999999995,0.4171875,25.36640625,17.7453125,10.23375,27.177343750000002,1.4225,10.897343750000001,2.52859375,9303.96875,10898.46875,2857.671875,1781.234375,799.0625,891.0625,774.296875,0.31328125,12.972506833281251,10.557172799140625,51.33044610515625,15.43984375,Tech,NVDA,28.44531543238839
728,2020-03-31,62.888977727580645,26323174.19354839,1.177258064516129,47.728602152741935,4.263387096774193,4.851129032258064,1.874516129032258,13.25983870967742,7.924032258064517,12.256129032258064,7.3264516129032256,4.937258064516129,0.4166129032258064,25.06935483870968,17.585806451612903,11.204677419354837,26.742580645161294,1.6783870967741936,11.86467741935484,2.6679032258064517,10514.935483870968,11868.677419354839,3074.1774193548385,1981.467741935484,968.6612903225806,1069.9193548387098,933.3870967741935,0.3732258064516129,13.11331411870968,11.507012825967742,29.907562469516133,16.808548387096774,Tech,NVDA,27.36534848921659
729,2020-06-30,80.67786201587302,35101523.809523806,1.2266666666666668,55.47419073,4.493333333333333,5.21,2.023333333333333,17.616666666666664,9.416666666666666,16.543333333333333,8.843333333333334,8.476666666666667,0.6599999999999999,27.473333333333333,18.46,12.106666666666667,29.186666666666667,1.8599999999999999,12.799999999999999,3.1466666666666665,14535.0,12800.666666666666,3088.3333333333335,2007.6666666666667,980.6666666666666,1087.3333333333333,928.3333333333334,0.37333333333333335,15.146724646666668,13.066114683333334,33.69886201,21.273333333333333,Tech,NVDA,27.945420808639458
730,2020-09-30,116.0914951515625,33194062.5,1.3290625,70.824314644375,5.0365625,5.53,2.226875,16.364375,7.5337499999999995,15.060625,6.9503125,10.8884375,0.7996875,27.381875,17.32125,8.7675,31.855,2.2346875,13.6315625,3.3659375000000002,12827.96875,13633.84375,3595.8125,2181.84375,762.71875,1064.625,723.40625,0.29125,18.645969768125003,17.03061134875,42.166424634375,24.5165625,Tech,NVDA,33.39186037660714
731,2020-12-31,133.6117140046875,37971562.5,1.4715625,80.4165134828125,5.6865625,6.0009375,1.91,14.4896875,4.6659375,13.030625,4.2040625,11.45375,0.770625,27.6478125,16.554375,7.7953125,36.976875,3.236875,14.841875,3.67875,10428.4375,14845.875,4430.375,2724.53125,1141.21875,1476.3125,1090.5625,0.43375,20.809705592187502,19.715157533750002,64.193925071875,26.295624999999998,Tech,NVDA,36.95117518714285
732,2021-03-31,134.17752700491803,31679940.98360656,1.6608196721311477,77.37117230770492,6.419508196721312,6.616885245901639,1.8139344262295083,15.53983606557377,4.037049180327869,13.815737704918032,3.595737704918033,11.790983606557377,0.7155737704918033,28.876229508196722,16.602622950819672,9.43672131147541,44.0172131147541,3.8490163934426227,16.404098360655738,4.1742622950819674,11118.081967213115,16407.409836065573,4916.7213114754095,3095.6393442622953,1473.049180327869,1764.4754098360656,1419.311475409836,0.5644262295081968,20.017817449836066,19.40419328,70.79670792885246,28.195081967213113,Tech,NVDA,36.797005663536304
